addr	block	size
0x6DeF2836746435353f361906Ff86fb67083FfDFd	11236587	10
0x6DeF2836746435353f361906Ff86fb67083FfDFd	11236594	10
0x6dd92fC9D6EB5390E2Bbb6931eBB45AE2ed7c4d7	11236676	10
0x6dd92fC9D6EB5390E2Bbb6931eBB45AE2ed7c4d7	11236725	10
0x6dd92fC9D6EB5390E2Bbb6931eBB45AE2ed7c4d7	11237501	10
0x6dd92fC9D6EB5390E2Bbb6931eBB45AE2ed7c4d7	11239942	10
0x6dd92fC9D6EB5390E2Bbb6931eBB45AE2ed7c4d7	11243250	10
0x257F24060AE5AC8B5A38c5431C8f95bc5898587A	11237456	10
0x776A2EF9A5adBBCdaD116fef503da06e10C3E72A	11239364	10
0x776A2EF9A5adBBCdaD116fef503da06e10C3E72A	11239391	10
0x776A2EF9A5adBBCdaD116fef503da06e10C3E72A	11239404	10
0x52aae471EA8CA932c08F54bB1f7B64dee2D1544f	11242791	10
0x52aae471EA8CA932c08F54bB1f7B64dee2D1544f	11303392	10
0x52aae471EA8CA932c08F54bB1f7B64dee2D1544f	11303407	10
0x54337C312000FC9f761b4d95B9691dd44e4B75D3	11243110	10
0x54337C312000FC9f761b4d95B9691dd44e4B75D3	11230429	100
0xe0060a8acD62941B06594DC69376Eb2DbBeb9160	11243813	10
0xe0060a8acD62941B06594DC69376Eb2DbBeb9160	11243821	10
0xe0060a8acD62941B06594DC69376Eb2DbBeb9160	11243831	10
0xe0060a8acD62941B06594DC69376Eb2DbBeb9160	11245691	10
0xe0060a8acD62941B06594DC69376Eb2DbBeb9160	11246824	10
0xe0060a8acD62941B06594DC69376Eb2DbBeb9160	11246832	10
0xe0060a8acD62941B06594DC69376Eb2DbBeb9160	11254713	10
0xe0060a8acD62941B06594DC69376Eb2DbBeb9160	11278900	10
0x4227A45FDc41A218200Bf0822A0754b1154A450D	11245979	10
0x25c14E78d0F8698bD739f3C580a65c52B14f55d6	11246705	10
0x92B657F28346f6Da915FE16c821315697677Fc63	11248053	10
0xE8c336C5F7bd4d5cc34A239eB0e84c9d74b2a1EE	11249792	10
0xCbf5b0aDF0F58cD1E24249d15CEB31e8624D1a94	11251654	10
0xCbf5b0aDF0F58cD1E24249d15CEB31e8624D1a94	9011813	0.1
0x5e94631993F8619Ab9670a40d69044816c6026d5	11251890	10
0x5e94631993F8619Ab9670a40d69044816c6026d5	11251890	10
0x5e94631993F8619Ab9670a40d69044816c6026d5	11251921	10
0x5e94631993F8619Ab9670a40d69044816c6026d5	11256314	100
0x0D532FE8a0d3f58D1F725EAFB7D553519f919857	11252478	10
0x0D532FE8a0d3f58D1F725EAFB7D553519f919857	11275872	10
0x0D532FE8a0d3f58D1F725EAFB7D553519f919857	11308620	10
0xaFC332ba4DfeeA95762a70dd2A697AD1fE885E41	11252850	10
0x3034c13adA81E8D10A249F3DdfcD74A03688e468	11253745	10
0x8AF9cb7A7637E2a7bCA539b13806be72AE622248	11256448	10
0x8AF9cb7A7637E2a7bCA539b13806be72AE622248	11256460	10
0x8AF9cb7A7637E2a7bCA539b13806be72AE622248	11256467	10
0x8AF9cb7A7637E2a7bCA539b13806be72AE622248	11256481	10
0x8AF9cb7A7637E2a7bCA539b13806be72AE622248	11256490	10
0x00699A091424fA042aAff1FA6673328dFd0c38aA	11256752	10
0xFf371fc81eC7DdDDaDa4F76082C5c90B9E056833	11257409	10
0xb08b2FFb6587aA1070C57317a1595faE4238CdB7	11259376	10
0x5c77e974AA7e09cF5E661286449815EF82f40a52	11261575	10
0x5c77e974AA7e09cF5E661286449815EF82f40a52	11261578	10
0x5c77e974AA7e09cF5E661286449815EF82f40a52	11261583	10
0x5c77e974AA7e09cF5E661286449815EF82f40a52	11261588	10
0x5c77e974AA7e09cF5E661286449815EF82f40a52	11261570	100
0xA9f044AA47af8D652b2416337687AeA62B76c83c	11262028	10
0xA9f044AA47af8D652b2416337687AeA62B76c83c	11262044	10
0xA9f044AA47af8D652b2416337687AeA62B76c83c	11294313	10
0xA9f044AA47af8D652b2416337687AeA62B76c83c	11308198	10
0xA9f044AA47af8D652b2416337687AeA62B76c83c	11347489	10
0x08933a9B1eb16314756db07a5790E07D2a1ea263	11262076	10
0x08933a9B1eb16314756db07a5790E07D2a1ea263	11262113	10
0x08933a9B1eb16314756db07a5790E07D2a1ea263	11262116	10
0xe49F2660634044CA1Bc40D41D37EB65532AD635E	11263180	10
0xe49F2660634044CA1Bc40D41D37EB65532AD635E	11263197	10
0xe49F2660634044CA1Bc40D41D37EB65532AD635E	11270387	10
0xEF4D9f7C69be401c77c110B9194907A780D75C01	11263430	10
0xC28c66509a14BB876F0a414E08aD508E3D95186a	11263972	10
0xC28c66509a14BB876F0a414E08aD508E3D95186a	11266009	10
0xC28c66509a14BB876F0a414E08aD508E3D95186a	11267577	10
0xB60D3AB89228408613Db25f9C73024Aa4157022f	11264434	10
0x8693E2f580651afAfBc0fbcE5FEDC9aeA96d29Ab	11264705	10
0xB8b6B985f9893350545aF34F86f10acE10FED32B	11265234	10
0xB8b6B985f9893350545aF34F86f10acE10FED32B	11265258	10
0x24C6d636479f7468e229AF3834F112F5716117c2	11266447	10
0xa3f343bA4062D4840a86dEAF9BaBf0E1a0D30e0e	11266798	10
0x76aC45d6956a6288b925B4D6B6BA7594d22db35E	11267001	10
0x76aC45d6956a6288b925B4D6B6BA7594d22db35E	11323533	100
0x4ed13F1fBc3b20211d544a46e5C722b2e05a1EfC	11270982	10
0x7A10553Ce5d6F967D876Ee813E3249BBa5Cb1Fd1	11271424	10
0x7A10553Ce5d6F967D876Ee813E3249BBa5Cb1Fd1	11290403	10
0x7A10553Ce5d6F967D876Ee813E3249BBa5Cb1Fd1	11290411	10
0x7A10553Ce5d6F967D876Ee813E3249BBa5Cb1Fd1	11329626	10
0x7A10553Ce5d6F967D876Ee813E3249BBa5Cb1Fd1	11329633	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11271446	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11272403	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11272536	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11277033	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11282429	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11296074	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11304165	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11304895	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11318119	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11318293	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11323760	10
0x08Ce90149A1FB9972E988d9C9650fC36F32580E1	11375684	10
0xA1bD817e13ED6Bb524ED491cff76C83aFEC773Ac	11271727	10
0xA1bD817e13ED6Bb524ED491cff76C83aFEC773Ac	9730710	0.1
0x4e21677eD8080076F493053fea9f1E3D69029Ea4	11272134	10
0xCef969b9887eF9AC9B5a1913004E148d9f7052aC	11272152	10
0xCef969b9887eF9AC9B5a1913004E148d9f7052aC	11272156	10
0xCef969b9887eF9AC9B5a1913004E148d9f7052aC	11272164	10
0xCef969b9887eF9AC9B5a1913004E148d9f7052aC	11272172	10
0x2D10169A7B78A06CA96A2cAE7fdD56F96E9645B5	11272664	10
0x2D10169A7B78A06CA96A2cAE7fdD56F96E9645B5	11272664	10
0x2D10169A7B78A06CA96A2cAE7fdD56F96E9645B5	11273347	10
0x2D10169A7B78A06CA96A2cAE7fdD56F96E9645B5	11273349	10
0x2D10169A7B78A06CA96A2cAE7fdD56F96E9645B5	11273349	10
0x92B0f8DDe5215D4db5A9Edd44f3585d50883BC80	11273075	10
0xac4eBb167518dC5705FC937562F690E8B39c8a8E	11274056	10
0xac4eBb167518dC5705FC937562F690E8B39c8a8E	11274078	10
0xac4eBb167518dC5705FC937562F690E8B39c8a8E	11273870	100
0xB6c7a170207b4A6E20098eF061113672Ac9540D3	11274064	10
0xB6c7a170207b4A6E20098eF061113672Ac9540D3	11274066	10
0x042ecc74c885d8471c35113486B22BeF10543732	11274923	10
0x584caDc7932d9f5E0D277265B76891E3489f1444	11274949	10
0x55c6323D261Ca59C6Fd75ecAdB1c5527E747F457	11275235	10
0x55c6323D261Ca59C6Fd75ecAdB1c5527E747F457	11275247	10
0x3a51B724Bf7BadF5E95e19A212658946999DF258	11275622	10
0x1616820bB1184eb0bFBF92480efF78FabD0E33dB	11275792	10
0x1616820bB1184eb0bFBF92480efF78FabD0E33dB	11335025	10
0x1616820bB1184eb0bFBF92480efF78FabD0E33dB	11275974	100
0x1616820bB1184eb0bFBF92480efF78FabD0E33dB	11312380	100
0x1616820bB1184eb0bFBF92480efF78FabD0E33dB	11315568	100
0x7285b3736A19a3FC96a1F1cBdEEEa076F18aeC27	11276646	10
0x7285b3736A19a3FC96a1F1cBdEEEa076F18aeC27	9714676	0.1
0x807C63fD1967182403C13ff716e9F3E79BA5261C	11276824	10
0x807C63fD1967182403C13ff716e9F3E79BA5261C	11276824	10
0x807C63fD1967182403C13ff716e9F3E79BA5261C	11276826	10
0x29fBdA16a347E1dFf781E495C0b6aF29b681d433	11277169	10
0x29fBdA16a347E1dFf781E495C0b6aF29b681d433	11277169	10
0x29fBdA16a347E1dFf781E495C0b6aF29b681d433	11297546	10
0x29fBdA16a347E1dFf781E495C0b6aF29b681d433	11315888	10
0x3391844Ad67f026B29147287A5Ed39072921077E	11277460	10
0x3391844Ad67f026B29147287A5Ed39072921077E	11277462	10
0x3391844Ad67f026B29147287A5Ed39072921077E	11277475	10
0x3391844Ad67f026B29147287A5Ed39072921077E	11277481	10
0xcf42aA5732bb314B19b60858F2baeb8bce8bCf2D	11277473	10
0x43Ba7A449d84dA164dB8c140C8fc0b25830a08E9	11278098	10
0x43Ba7A449d84dA164dB8c140C8fc0b25830a08E9	11278103	10
0x99ED04C212dD3929E9063bd78B26Ef41858CB62C	11278131	10
0x99ED04C212dD3929E9063bd78B26Ef41858CB62C	11199776	0.1
0x99ED04C212dD3929E9063bd78B26Ef41858CB62C	11200288	0.1
0x99ED04C212dD3929E9063bd78B26Ef41858CB62C	11200297	0.1
0x27eAB7D3Ce4c84B9AfB0324dEb7c56BD72FC2FA0	11278272	10
0x4D1271Bf27901DfCB3Fe8D67C52C907B2BB7afcA	11280370	10
0x1563C40355e444e9279E46dE96f8A8418ca4a889	11281298	10
0x1563C40355e444e9279E46dE96f8A8418ca4a889	11281298	10
0x1563C40355e444e9279E46dE96f8A8418ca4a889	11281303	10
0x1563C40355e444e9279E46dE96f8A8418ca4a889	11281308	10
0x1563C40355e444e9279E46dE96f8A8418ca4a889	11281312	10
0x1563C40355e444e9279E46dE96f8A8418ca4a889	11281648	10
0x1563C40355e444e9279E46dE96f8A8418ca4a889	11281291	100
0x1563C40355e444e9279E46dE96f8A8418ca4a889	11281295	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281750	10
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281750	10
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281750	10
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281752	10
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281726	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281726	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281728	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281731	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281734	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281734	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281734	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281737	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281742	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281743	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281744	100
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281752	0.1
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281753	0.1
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281755	0.1
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281756	0.1
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281756	0.1
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281756	0.1
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281757	0.1
0x4075741C27aEbb6C392806DaC692B6343714f6E5	11281760	0.1
0xEF1bd3fc679A6F0CD296b59Aff99DDc21409869F	11281971	10
0x8A0293EeEF303B2c9583a65423737Ac8f900d976	11282030	10
0x8A0293EeEF303B2c9583a65423737Ac8f900d976	11282326	10
0x8A0293EeEF303B2c9583a65423737Ac8f900d976	11308747	10
0x8A0293EeEF303B2c9583a65423737Ac8f900d976	11308771	10
0x5BfA86d3fC9088C32Bf40F3A66458c4411BE9BeF	11282238	10
0x5113FeA8CAda4A875928DB64B0167CCf726a5116	11283510	10
0x5113FeA8CAda4A875928DB64B0167CCf726a5116	11283510	10
0x5113FeA8CAda4A875928DB64B0167CCf726a5116	11283513	10
0x5113FeA8CAda4A875928DB64B0167CCf726a5116	11283521	10
0x81B658BF0e080429dC2a5787709868B0a0615CD7	11284356	10
0x81B658BF0e080429dC2a5787709868B0a0615CD7	11284359	10
0x81B658BF0e080429dC2a5787709868B0a0615CD7	11284363	10
0x104E6a83f96B7F7882E3221c3C64E8cfD2F1f3ae	11284550	10
0x15F38Bed7ef8346a955a6E7264FB78873011AbCE	11286611	10
0x15F38Bed7ef8346a955a6E7264FB78873011AbCE	11285483	0.1
0x6C8b58D74880Cb3e9675f3851b91180D268FCA84	11286850	10
0x6C8b58D74880Cb3e9675f3851b91180D268FCA84	11286853	10
0x6C8b58D74880Cb3e9675f3851b91180D268FCA84	11286854	10
0x75855228A5c4AEfa4ba77b91A1d969Dc175f31C6	11287225	10
0x318bd961394788C6189414842095Da25EDb49875	11287387	10
0x218584B6B67e2C5ED5d09BDa46E4796B1fb64ADd	11289189	10
0x218584B6B67e2C5ED5d09BDa46E4796B1fb64ADd	11381914	10
0xd3fF955D319b14E3B5E1a391da17539aE10F1B4e	11289929	10
0xd3fF955D319b14E3B5E1a391da17539aE10F1B4e	11290769	10
0xd3fF955D319b14E3B5E1a391da17539aE10F1B4e	11283830	100
0xa2bCCba559e058Bf601feF452120834381AA948a	11291244	10
0xa2bCCba559e058Bf601feF452120834381AA948a	11291254	10
0xa2bCCba559e058Bf601feF452120834381AA948a	11291268	10
0x43D7a16aCc518685148abD04B8C7F7FB49e82Dd1	11293030	10
0x43D7a16aCc518685148abD04B8C7F7FB49e82Dd1	11293030	10
0x43D7a16aCc518685148abD04B8C7F7FB49e82Dd1	11293030	0.1
0x1b0dcFd4C1df4D179e8ef07Dd4963ceB40beD5F2	11293043	10
0x1b0dcFd4C1df4D179e8ef07Dd4963ceB40beD5F2	11298268	10
0x315Af8f556Cff9Af34ffA682ad60783048c0A2E4	11293457	10
0x5b190259194C5924AE82D1578B093575Eae8ac16	11295005	10
0x8690aAeD0AA91d362737dDAB57db28E0BA14b219	11295832	10
0x9790B848f3366BB8e3EA8E59b9fF0446B79E1134	11295845	10
0x68A7Ac13477AAD590982293FEEeb786A00276cF2	11299558	10
0xaa8AeE45d58Fa89BF227c3d6420b4171303c6b66	11299583	10
0x98C00aA8E93795CF05b3bf89E86913f4972BE183	11300184	10
0x08D63d20548C2149cd57e9A0f9b6b58CBC0C49AF	11300252	10
0x08D63d20548C2149cd57e9A0f9b6b58CBC0C49AF	11300260	10
0x08D63d20548C2149cd57e9A0f9b6b58CBC0C49AF	11300265	10
0x08D63d20548C2149cd57e9A0f9b6b58CBC0C49AF	11300274	10
0x34b0CB612dc889934b82F1f0f550DF4708C35C4d	11300486	10
0x34b0CB612dc889934b82F1f0f550DF4708C35C4d	11300496	100
0x34b0CB612dc889934b82F1f0f550DF4708C35C4d	11300515	100
0x34b0CB612dc889934b82F1f0f550DF4708C35C4d	11295546	0.1
0xAee0394C675727560F78457D5fCA518b4cDD6CD9	11300885	10
0xAee0394C675727560F78457D5fCA518b4cDD6CD9	11300888	10
0xAee0394C675727560F78457D5fCA518b4cDD6CD9	11335649	10
0xA674029A4A58Aaf028A7c9E498Db2A21C8DBC8fB	11301282	10
0xA674029A4A58Aaf028A7c9E498Db2A21C8DBC8fB	11301321	10
0xA674029A4A58Aaf028A7c9E498Db2A21C8DBC8fB	11301321	10
0x56e12b5be91b3C0f16219ef94d1306D1630c77b0	11301598	10
0x56e12b5be91b3C0f16219ef94d1306D1630c77b0	11301604	10
0x56e12b5be91b3C0f16219ef94d1306D1630c77b0	11301604	10
0x56e12b5be91b3C0f16219ef94d1306D1630c77b0	11301605	10
0x56e12b5be91b3C0f16219ef94d1306D1630c77b0	11301626	10
0x56e12b5be91b3C0f16219ef94d1306D1630c77b0	11301637	10
0xEA58FcFD2cF26bdB64506050d8095efd92F4F70E	11302564	10
0xEA58FcFD2cF26bdB64506050d8095efd92F4F70E	11302568	10
0xEA58FcFD2cF26bdB64506050d8095efd92F4F70E	11302548	100
0xEA58FcFD2cF26bdB64506050d8095efd92F4F70E	11302552	100
0xD4F28c75867F5B9078Bd574454E5E1f29E3Dadce	11302743	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11303088	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11303093	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11303103	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11309979	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11309980	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11309984	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11315846	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11315847	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11315849	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11315860	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11322685	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11322686	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11322687	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11329493	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11329495	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11329498	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11336573	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11336576	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11336579	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11343147	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11343147	10
0x49B9B6BB17874dF6BbF7f171Bc49A291F2d37Ff9	11343149	10
0xdfB3986d34c884DbAdbf741a517Dad3aE9d9FC1f	11305206	10
0xdfB3986d34c884DbAdbf741a517Dad3aE9d9FC1f	11344733	10
0xdfB3986d34c884DbAdbf741a517Dad3aE9d9FC1f	11344793	10
0xdfB3986d34c884DbAdbf741a517Dad3aE9d9FC1f	11344868	10
0xdfB3986d34c884DbAdbf741a517Dad3aE9d9FC1f	11344918	10
0xdfB3986d34c884DbAdbf741a517Dad3aE9d9FC1f	11344952	10
0xdfB3986d34c884DbAdbf741a517Dad3aE9d9FC1f	11305742	100
0x401b2b93c93a129bbC0F4451f2904509d04F625F	11305309	10
0x401b2b93c93a129bbC0F4451f2904509d04F625F	11305310	10
0x401b2b93c93a129bbC0F4451f2904509d04F625F	11305317	10
0x96F54946bC0C923D5036b138e1191072f584B533	11306444	10
0x96F54946bC0C923D5036b138e1191072f584B533	11306510	100
0x8De7655B478Ca7E113FB760cA01f012EedB6Eba2	11307091	10
0x9f378620Be7eC43a6c544800d612c6e7bA18C241	11308339	10
0xe52b8953Fce30B88ba85552842D2043C565F5931	11308514	10
0x9b6245A0733d15731240dc16B17B54B8bEdA7233	11308609	10
0x9b6245A0733d15731240dc16B17B54B8bEdA7233	11308611	10
0x68845d8414da7327e4CF21Cf97A1b8125E51840B	11308893	10
0x68845d8414da7327e4CF21Cf97A1b8125E51840B	11308974	10
0x54F2BE33c8bdA45666dDA60b45926A9eA35B747F	11308963	10
0xB941d5c548A2c7Fd2Cc09df27924144eC6c0089e	11309462	10
0xB941d5c548A2c7Fd2Cc09df27924144eC6c0089e	11309466	10
0xB941d5c548A2c7Fd2Cc09df27924144eC6c0089e	11336601	0.1
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309470	10
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309540	10
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309935	10
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11310373	10
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309530	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309564	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309580	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309972	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309992	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11310005	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11345883	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11345900	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11345916	100
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11309203	0.1
0xf4ECa20a69a051Ad2Dc4505D53e5c4a1099c64E5	11345866	0.1
0xA9f77bD2213f4C8a43B2663C288605550bD5Dc54	11310185	10
0x717f103875fEA9B4aef07781944B4f52866A2a01	11311131	10
0x717f103875fEA9B4aef07781944B4f52866A2a01	11311142	10
0x717f103875fEA9B4aef07781944B4f52866A2a01	11311205	10
0x717f103875fEA9B4aef07781944B4f52866A2a01	11311227	10
0x717f103875fEA9B4aef07781944B4f52866A2a01	11314661	10
0x717f103875fEA9B4aef07781944B4f52866A2a01	11323276	10
0x717f103875fEA9B4aef07781944B4f52866A2a01	11323297	10
0xEB15c66AA31208eFa12f081b74Cf608c4e96C22F	11311142	10
0x4f523B545539A451c568a907085f48D0e72EBb33	11312332	10
0x4f523B545539A451c568a907085f48D0e72EBb33	11312336	10
0x4f523B545539A451c568a907085f48D0e72EBb33	11312336	10
0x4f523B545539A451c568a907085f48D0e72EBb33	11312338	10
0x4f523B545539A451c568a907085f48D0e72EBb33	11312338	10
0x6FA14686C6de0e9BA7a83b534c2652B26c6aC0fd	11313073	10
0x6FA14686C6de0e9BA7a83b534c2652B26c6aC0fd	11313109	10
0x2942449f3A09b655DBb459e23fC2aB32b42531F4	11313498	10
0x46fdbd315ea7bE3663218847185407510259E25D	11315301	10
0x46fdbd315ea7bE3663218847185407510259E25D	11315318	10
0x46fdbd315ea7bE3663218847185407510259E25D	10916404	100
0x46fdbd315ea7bE3663218847185407510259E25D	10941004	100
0x46fdbd315ea7bE3663218847185407510259E25D	10948141	100
0x46fdbd315ea7bE3663218847185407510259E25D	10958740	100
0x46fdbd315ea7bE3663218847185407510259E25D	10959917	100
0x46fdbd315ea7bE3663218847185407510259E25D	10966438	100
0x46fdbd315ea7bE3663218847185407510259E25D	11219680	100
0x27bdf914Da180B47a3e8c9D3400A5367bb72EA9F	11315917	10
0xeEc9d8024e6918B17DB92a2ebAEcB2Faa674E0F0	11316308	10
0xf572e6E1f43fbeE0ce9953E867a43A73BA7c0020	11316350	10
0xf572e6E1f43fbeE0ce9953E867a43A73BA7c0020	10920124	100
0xf572e6E1f43fbeE0ce9953E867a43A73BA7c0020	10928241	100
0xf572e6E1f43fbeE0ce9953E867a43A73BA7c0020	10932728	100
0xf572e6E1f43fbeE0ce9953E867a43A73BA7c0020	10935245	100
0x763d154916ba1fC303536FAf363802D093A3C5D7	11316357	10
0x763d154916ba1fC303536FAf363802D093A3C5D7	11316383	10
0x763d154916ba1fC303536FAf363802D093A3C5D7	11316388	10
0x763d154916ba1fC303536FAf363802D093A3C5D7	11316437	10
0x763d154916ba1fC303536FAf363802D093A3C5D7	11316444	10
0x763d154916ba1fC303536FAf363802D093A3C5D7	11316462	10
0x763d154916ba1fC303536FAf363802D093A3C5D7	11316375	100
0x099eCad6Ed96c1125B2F2AA752331F651e4027B9	11316617	10
0xd3e56fC7D6BEF228519138D465850D11863Ba7CC	11316681	10
0xd3e56fC7D6BEF228519138D465850D11863Ba7CC	11316734	10
0xd3e56fC7D6BEF228519138D465850D11863Ba7CC	11316752	10
0x9E4431456cF41A0fA752a7ECd2188B841D927ebC	11316951	10
0x1E331F39256aD6D670E9bb22850eD39164c14904	11317495	10
0x1E331F39256aD6D670E9bb22850eD39164c14904	11317494	100
0xf08C80c66202b38AdaE3C744c2b7ed035B885899	11319272	10
0xf08C80c66202b38AdaE3C744c2b7ed035B885899	11331945	100
0x4398E5F40c69E25FEc9E914bB30832CB0c3C7983	11319414	10
0x4398E5F40c69E25FEc9E914bB30832CB0c3C7983	11319419	10
0x4398E5F40c69E25FEc9E914bB30832CB0c3C7983	11319396	100
0x4398E5F40c69E25FEc9E914bB30832CB0c3C7983	11319398	100
0x4398E5F40c69E25FEc9E914bB30832CB0c3C7983	11319400	100
0x4398E5F40c69E25FEc9E914bB30832CB0c3C7983	11319403	100
0x4398E5F40c69E25FEc9E914bB30832CB0c3C7983	11319405	100
0x19aC854F6B1902Fd9b536787F595A7aD875B71D2	11320267	10
0x6e24e0Ad94D6034746dd41a483115b215B9cC0DF	11320814	10
0x6e24e0Ad94D6034746dd41a483115b215B9cC0DF	11320814	10
0x1FfCa99d33c30e25f01D4740Bcf744d944D990B3	11322674	10
0xfe56a0dbdad44Dd14E4d560632Cc842c8A13642b	11322809	10
0xfe56a0dbdad44Dd14E4d560632Cc842c8A13642b	11366832	10
0x1BDD4F919912D46fAd19BA1998Dc8553A2CAa143	11323028	10
0x1BDD4F919912D46fAd19BA1998Dc8553A2CAa143	11323178	10
0x1BDD4F919912D46fAd19BA1998Dc8553A2CAa143	11323182	10
0x1BDD4F919912D46fAd19BA1998Dc8553A2CAa143	11323187	10
0x1BDD4F919912D46fAd19BA1998Dc8553A2CAa143	11263801	0.1
0x1BDD4F919912D46fAd19BA1998Dc8553A2CAa143	11323197	0.1
0x1BDD4F919912D46fAd19BA1998Dc8553A2CAa143	11323203	0.1
0x84BB52073273abA51924E7D665cD063C1d1f1B2c	11324046	10
0xad0a16C747a88b7808E4402C61afaD52F019205d	11324722	10
0xad0a16C747a88b7808E4402C61afaD52F019205d	11324732	10
0xad0a16C747a88b7808E4402C61afaD52F019205d	11324742	10
0xad0a16C747a88b7808E4402C61afaD52F019205d	11324754	10
0xad0a16C747a88b7808E4402C61afaD52F019205d	11324762	10
0xad0a16C747a88b7808E4402C61afaD52F019205d	11324811	10
0xbC53AF4272A874BDfDC0E395fC2E61B1363AD47A	11326335	10
0xbC53AF4272A874BDfDC0E395fC2E61B1363AD47A	11343387	10
0xbC53AF4272A874BDfDC0E395fC2E61B1363AD47A	11377810	10
0x0683e1dA7859dec7f9e1C90986D6e4bFFE31b8D1	11329006	10
0x7c0691D221b6576c051616D8c6E0792A6540A4A4	11330128	10
0x7c0691D221b6576c051616D8c6E0792A6540A4A4	11095156	100
0xD7C40C252cAEBfeA30A02cDC648Bf5CF8Cb690e1	11331024	10
